timestamp,action,price,quantity,fee,portfolio_value
2025-01-29 05:00:00,BUY,598.3561585327149,413.0453118136847,123.63592099889132,494543.6839955653
2025-01-30 05:00:00,SELL,601.3270371948242,0.0,124.18765679006768,495696.84057763394
2025-01-31 05:00:00,BUY,598.3661092529296,413.8563320836527,123.88074198028198,495522.9679211279
2025-02-04 05:00:00,SELL,598.0870237060547,0.0,123.76105094890822,495333.10018162464
2025-02-21 05:00:00,BUY,596.4969000366211,414.84896641092627,123.78995620185788,495159.8248074315
2025-02-24 05:00:00,SELL,593.5450855957031,0.0,123.11578263883109,493860.73384566634
2025-02-27 05:00:00,BUY,581.6923039672852,424.14306872585104,123.42209047468478,493688.3618987391
2025-02-28 05:00:00,SELL,590.5336640747071,0.0,125.23538023328356,497365.0455888646
2025-03-03 05:00:00,BUY,580.4197106323242,428.08772865527357,124.29742650892585,497189.7060357034
2025-03-14 04:00:00,SELL,559.3561849975586,0.0,119.72675937244193,488096.27204654133
2025-03-17 04:00:00,BUY,563.8951051025391,432.4249991425094,121.98216125084079,487928.64500336314
2025-03-24 04:00:00,SELL,572.2734008422851,0.0,123.73266243425304,491479.1503357545
2025-03-26 04:00:00,BUY,567.0274453124999,433.01278078327107,122.82647867693835,491305.9147077534
2025-04-02 04:00:00,SELL,562.7435078857422,0.0,121.83756560866894,489376.8333464131
2025-04-03 04:00:00,BUY,535.2250656005859,456.78134237923837,122.30156275140148,489206.2510056059
2025-04-09 04:00:00,SELL,546.8935291015625,0.0,124.90538018076539,494463.85801083536
2025-04-16 04:00:00,BUY,524.2153567749024,471.2203005968519,123.57224512103826,494288.98048415297
2025-04-22 04:00:00,SELL,525.5907836669923,0.0,123.83452353524753,494863.0810307292
2025-05-06 04:00:00,BUY,557.2643236450195,443.6336016484382,123.67242569725909,494689.7027890363
2025-05-08 04:00:00,SELL,563.2817913208008,0.0,124.94536491331543,497285.569364743
2025-05-21 04:00:00,BUY,581.2581961669922,427.40221455351474,124.27765896405893,497110.6358562357
2025-05-27 04:00:00,SELL,589.2897112548828,0.0,125.93186380196909,500469.4283541412
2025-06-13 04:00:00,BUY,595.3593434692383,419.95054969457846,125.07327841706352,500293.11366825405
2025-06-16 04:00:00,SELL,600.7833837402344,0.0,126.14965612454016,502496.3390396484
2025-06-17 04:00:00,BUY,595.8879525878906,421.2776557966379,125.5799298567707,502319.7194270828
2025-06-23 04:00:00,SELL,600.0299944091797,0.0,126.38961472618448,503989.6551249926
